iso_693_3,language_name,asr,tts,lid
xtc,Katcha-Kadugli-Miri,,,✔️
xtd,"Mixtec, Diuxi-Tilantongo",✔️,✔️,✔️
xte,Ketengban,✔️,✔️,✔️
xti,"Mixtec, Sinicahua",,,✔️
xtj,"Mixtec, San Juan Teita",,,✔️
xtl,"Mixtec, Tijaltepec",,,✔️
xtm,"Mixtec, Magdalena Peñasco",✔️,✔️,✔️
xtn,"Mixtec, Northern Tlaxiaco",✔️,✔️,✔️
xtt,"Mixtec, Tacahua",,,✔️
xty,"Mixtec, Yoloxóchitl",,,✔️
xua,"Kurumba, Alu",✔️,✔️,✔️
xub,"Kurumba, Betta",,,✔️
xuj,"Kurumba, Jennu",,,✔️
xuo,Kuo,✔️,✔️,✔️
xuu,Khwedam,,,✔️
xvi,Kamviri,,,✔️
xwe,"Gbe, Xwela",,,✔️
xwg,Kwegu,,,✔️
xwl,"Gbe, Western Xwla",,,✔️
yaa,Yaminahua,✔️,✔️,✔️
yad,Yagua,✔️,✔️,✔️
yae,Pumé,,,✔️
yaf,Yaka,,,✔️
yah,Yazgulyam,,,✔️
yak,Yakama,,,✔️
yal,Yalunka,✔️,✔️,✔️
yam,Yamba,✔️,✔️,✔️
yan,Mayangna,,,✔️
yao,Yao,✔️,✔️,✔️
yap,Yapese,,,✔️
yaq,Yaqui,,,✔️
yas,Nugunu,✔️,✔️,✔️
yat,Yambeta,✔️,✔️,✔️
yaw,Yawalapití,,,✔️
yax,Yauma,,,✔️
yay,Agwagwune,,,✔️
yaz,Lokaa,✔️,✔️,✔️
yba,Yala,✔️,✔️,✔️
ybb,Yemba,✔️,✔️,✔️
ybe,"Yugur, West",,,✔️
ybh,Yakkha,,,✔️
ybi,Yamphu,,,✔️
ybj,Hasha,,,✔️
ybl,Yukuben,,,✔️
ycl,Lolopo,✔️,✔️,✔️
ycn,Yucuna,✔️,✔️,✔️
yde,Yangum Dey,,,✔️
ydg,Yadgha,,,✔️
yea,Ravula,✔️,✔️,✔️
yer,Tarok,,,✔️
yes,Nyankpa,,,✔️
yet,Yetfa,,,✔️
yeu,Yerukula,,,✔️
yev,Yeri,,,✔️
ygr,Yagaria,,,✔️
ygw,Yagwoia,,,✔️
yhd,"Arabic, Judeo-Iraqi",,,✔️
yid,Yiddish,,,✔️
yif,Ache,,,✔️
yig,"Nasu, Wusa",,,✔️
yij,Yindjibarndi,,,✔️
yim,"Naga, Yimchungru",,,✔️
yin,Riang Lai,,,✔️
yiq,Miqie,,,✔️
yis,Yis,,,✔️
yiu,Awu,,,✔️
yix,Axi,,,✔️
yiz,Azhe,,,✔️
yka,Yakan,✔️,✔️,✔️
ykg,"Yukaghir, Northern",,,✔️
yki,Yoke,,,✔️
ykk,Yakaikeke,,,✔️
ykm,Kap,,,✔️
yle,Yélî Dnye,,,✔️
yli,"Yali, Angguruk",✔️,✔️,✔️
ymb,Yambes,,,✔️
ymk,Makwe,,,✔️
yml,Iamalele,,,✔️
ymm,Maay,,,✔️
yno,Yong,,,✔️
ynq,Yendang,,,✔️
yns,Iyansi,,,✔️
yog,Yogad,,,✔️
yom,Yombe,,,✔️
yon,Yongkom,,,✔️
yor,Yoruba,✔️,✔️,✔️
yot,Yotti,,,✔️
yoy,Yoy,,,✔️
yra,Yerakai,,,✔️
yrb,Yareba,,,✔️
yre,Yaouré,✔️,✔️,✔️
yrk,Nenets,,,✔️
yrl,Nhengatu,,,✔️
ysn,Sani,,,✔️
ysp,"Lolopo, Southern",,,✔️
yss,Yessan-Mayo,,,✔️
yua,"Maya, Yucatec",✔️,✔️,✔️
yue,"Chinese, Yue",✔️ (script: traditional),,✔️
yuf,Havasupai-Walapai-Yavapai,,,✔️
yui,Wajiara,,,✔️
yuj,Karkar-Yuri,,,✔️
yum,Quechan,,,✔️
yun,Bena,,,✔️
yup,Yukpa,,,✔️
yuq,Yuqui,,,✔️
yur,Yurok,,,✔️
yuy,"Yugur, East",,,✔️
yuz,Yuracare,✔️,✔️,✔️
yva,Yawa,✔️,✔️,✔️
ywa,Kalou,,,✔️
ywl,"Lalu, Western",,,✔️
ywn,Yawanawa,,,✔️
ywq,"Yi, Wuding-Luquan",,,✔️
yyu,Yau,,,✔️
zaa,"Zapotec, Sierra de Juárez",✔️,✔️,✔️
zab,"Zapotec, Western Tlacolula Valley",✔️,✔️,✔️
zac,"Zapotec, Ocotlán",✔️,✔️,✔️
zad,"Zapotec, Cajonos",✔️,✔️,✔️
zae,"Zapotec, Yareni",✔️,✔️,✔️
zaf,"Zapotec, Ayoquesco",,,✔️
zag,Zaghawa,,,✔️
zai,"Zapotec, Isthmus",✔️,✔️,✔️
zaj,Zaramo,,,✔️
zak,Zanaki,,,✔️
zam,"Zapotec, Miahuatlán",✔️,✔️,✔️
zao,"Zapotec, Ozolotepec",✔️,✔️,✔️
zaq,"Zapotec, Aloápam",✔️,✔️,✔️
zar,"Zapotec, Rincón",✔️,✔️,✔️
zas,"Zapotec, Santo Domingo Albarradas",✔️,✔️,✔️
zat,"Zapotec, Tabaa",,,✔️
zau,Zangskari,,,✔️
zav,"Zapotec, Yatzachi",✔️,✔️,✔️
zaw,"Zapotec, Mitla",✔️,✔️,✔️
zay,Zayse,,,✔️
zaz,Zari,,,✔️
zbc,"Berawan, Central",,,✔️
zbu,Bu,,,✔️
zca,"Zapotec, Coatecas Altas",✔️,✔️,✔️
zcd,"Zapotec, Las Delicias",,,✔️
zdj,"Comorian, Ngazidja",,,✔️
zga,Kinga,✔️,✔️,✔️
zgb,"Zhuang, Guibei",,,✔️
zhi,Zhire,,,✔️
zia,Zia,,,✔️
zik,Zimakani,,,✔️
zim,Mesme,✔️,✔️,✔️
zin,Zinza,,,✔️
ziw,Zigula,✔️,✔️,✔️
zkd,Kadu,,,✔️
zkn,Kanan,,,✔️
zkr,Zakhring,,,✔️
zlj,"Zhuang, Liujiang",,,✔️
zlm,Malay,✔️,✔️,✔️
zln,"Zhuang, Lianshan",,,✔️
zmb,Zimba,,,✔️
zmp,Mpuono,,,✔️
zmq,Mituku,,,✔️
zms,Mbesa,,,✔️
zmz,Mbandja,✔️,✔️,✔️
zne,Zande,✔️,✔️,✔️
zng,Mang,,,✔️
zns,Mangas,,,✔️
zoc,"Zoque, Copainalá",,,✔️
zoh,"Zoque, Chimalapa",,,✔️
zom,Zo,,,✔️
zos,"Zoque, Francisco León",✔️,✔️,✔️
zpa,"Zapotec, Lachiguiri",,,✔️
zpc,"Zapotec, Choapan",✔️,✔️,✔️
zpd,"Zapotec, Southeastern Ixtlán",,,✔️
zpe,"Zapotec, Petapa",,,✔️
zpg,"Zapotec, Guevea de Humboldt",✔️,✔️,✔️
zpi,"Zapotec, Santa María Quiegolani",✔️,✔️,✔️
zpj,"Zapotec, Quiavicuzas",,,✔️
zpk,"Zapotec, Tlacolulita",,,✔️
zpl,"Zapotec, Lachixío",✔️,✔️,✔️
zpm,"Zapotec, Mixtepec",✔️,✔️,✔️
zpn,"Zapotec, Santa Inés Yatzechi",,,✔️
zpo,"Zapotec, Amatlán",✔️,✔️,✔️
zpq,"Zapotec, Zoogocho",,,✔️
zpr,"Zapotec, Santiago Xanica",,,✔️
zps,"Zapotec, Coatlán",,,✔️
zpt,"Zapotec, San Vicente Coatlán",✔️,✔️,✔️
zpu,"Zapotec, Yalálag",✔️,✔️,✔️
zpv,"Zapotec, Chichicapan",,,✔️
zpw,"Zapotec, Zaniza",,,✔️
zpx,"Zapotec, San Baltazar Loxicha",,,✔️
zpy,"Zapotec, Mazaltepec",,,✔️
zpz,"Zapotec, Texmelucan",✔️,✔️,✔️
zrg,Mirgan,,,✔️
zro,Záparo,,,✔️
zrs,Mairasi,,,✔️
zsm,"Malay, Standard",,,✔️
zte,"Zapotec, Elotepec",,,✔️
ztg,"Zapotec, Xanaguía",,,✔️
ztp,"Zapotec, Loxicha",,,✔️
ztq,"Zapotec, Quioquitani-Quierí",✔️,✔️,✔️
zts,"Zapotec, Tilquiapan",,,✔️
ztx,"Zapotec, Zaachila",,,✔️
zty,"Zapotec, Yatee",✔️,✔️,✔️
zua,Zeem,,,✔️
zul,Zulu,✔️,,✔️
zun,Zuni,,,✔️
zuy,Zumaya,,,✔️
zwa,Zay,,,✔️
zyb,"Zhuang, Yongbei",✔️,✔️,✔️
zyg,"Zhuang, Yang",,,✔️
zyj,"Zhuang, Youjiang",,,✔️
zyn,"Zhuang, Yongnan",,,✔️
zyp,"Chin, Zyphe",✔️,✔️,✔️
zza,Zaza,✔️,✔️,✔️
zzj,"Zhuang, Zuojiang",,,✔️
